Nome;Link;Avaliacao;Preço Antigo;Parcelas;Preço Parcelado;Preço a Vista
"Smartphone Samsung Galaxy A15 6,5"" 256GB Verde Claro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-verde-claro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216000/te/ga15/;4.8 (3052);3998,0;R$ 1.422,80 em 10x de R$ 142,28 sem juros;1422,8;1160,1
"Smartphone Samsung Galaxy S24 6,2"" Galaxy AI 256GB Preto 5G 8GB RAM Câm. Tripla 50MP + Selfie 12MP Bateria 4000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-62-galaxy-ai-256gb-preto-5g-8gb-ram-cam-tripla-50mp-selfie-12mp-bateria-4000mah-dual-chip/p/238095300/te/gs24/;4.8 (95);2599,9;R$ 949,00 em 10x de R$ 94,90 sem juros;949,0;4292,1
Smartphone Samsung Galaxy A55 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-rosa-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239007100/te/ga55/;4.8 (6);2699,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;2392,2
Smartphone Redmi Note 13 Pro 5G 8GB RAM 256GB Azul;https://www.magazineluiza.com.br/smartphone-redmi-note-13-pro-5g-8gb-ram-256gb-azul-xiaomi/p/hk1haf4j94/te/xiao/;5.0 (4);589,99;R$ 799,99 em 6x de R$ 133,33 sem juros;799,99;2207,91
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-512gb-fone-de-ouvido-bluetooth-galaxy-buds-3/p/239063400/te/s24u/;5.0 (1);2699,0;R$ 1.299,99 em 10x de R$ 130,00 sem juros;1299,99;8054,1
Smartphone Xiaomi Redmi 14C 256GB 4+4GB RAM VIRTUAL Azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-14c-256gb-4-4gb-ram-virtual-azul/p/hcech246ja/te/xiao/;5.0 (1);6499,0;R$ 1.099,00 em 9x de R$ 122,11 sem juros;1099,0;1146,93
Smartphone Realme Note 50 4gb 128gb;https://www.magazineluiza.com.br/smartphone-realme-note-50-4gb-128gb/p/ce5d9338dd/te/tcsp/;ou ;2699,0;R$ 1.249,90 em 10x de R$ 124,99 sem juros;1249,9;787,5
Smartphone Redmi Note 13 Pro 5G 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-redmi-note-13-pro-5g-8gb-ram-256gb-xiaomi/p/hkf2kj9k2f/te/xiao/;3.7 (3);1399,0;R$ 1.199,99 em 9x de R$ 133,33 sem juros;1199,99;2179,37
Smartphone 12S 4G 256Gb 8Gb Ram - Preto;https://www.magazineluiza.com.br/smartphone-12s-4g-256gb-8gb-ram-preto/p/djc72jehhk/te/tcsp/;5.0 (1);3198,0;R$ 9.015,00 em 10x de R$ 901,50 sem juros;9015,0;1209,38
Celular positivo p26 camera dual chip;https://www.magazineluiza.com.br/celular-positivo-p26-camera-dual-chip/p/ak9hb704ca/te/ceba/;5.0 (5);1899,0;R$ 2.259,99 em 10x de R$ 226,00 sem juros;2259,99;98,23
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Escuro 4G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-azul-escuro-4g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216400/te/ga15/;4.8 (8938);1799,0;R$ 1.179,00 em 9x de R$ 131,00 sem juros;1179,0;854,1
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Claro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-azul-claro-5g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215500/te/ga15/;4.8 (3052);5499,99;R$ 1.389,90 em 10x de R$ 138,99 sem juros;1389,9;989,1
Smartphone xiaomi redmi a3 4gb+128gb, azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-4gb-128gb-azul/p/gbbd28hd1a/te/xiao/;ou ;10999,0;R$ 6.298,00 em 10x de R$ 629,80 sem juros;6298,0;799,99
Smartphone xiaomi redmi 10 5g tela 6,58'' 4gb+128gb cinza;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-10-5g-tela-658-4gb-128gb-cinza/p/fg0j545126/te/xiao/;4.8 (4);1799,0;R$ 6.298,00 em 10x de R$ 629,80 sem juros;6298,0;1299,99
Smartphone Xiaomi Redmi A3 128gb 4gb Ram Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-128gb-4gb-ram-preto/p/fj9fc7h941/te/xiao/;ou ;2699,0;R$ 1.129,00 em 9x de R$ 125,44 sem juros;1129,0;1011,08
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb/p/hk3f144204/te/xiao/;5.0 (4);3159,9;R$ 1.005,80 em 8x de R$ 125,73 sem juros;1005,8;1149,91
Smartphone Xiaomi Redmi 14C 256GB 4+4GB RAM VIRTUAL Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-14c-256gb-4-4gb-ram-virtual-preto/p/dkc291h266/te/xiao/;ou ;4999,0;R$ 3.299,00 em 10x de R$ 329,90 sem juros;3299,0;1103,99
Smartphone Samsung Galaxy S24 Ultra 6,8” 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-256gb-preto-5g-smartwatch-samsung-galaxy-watch7/p/239083100/te/s24u/;5.0 (1);575,0;R$ 2.198,00 em 10x de R$ 219,80 sem juros;2198,0;8113,5
Smartphone Pσco X6 256GB (12GB RAM) Azul;https://www.magazineluiza.com.br/smartphone-psco-x6-256gb-12gb-ram-azul/p/fejj884k71/te/tcsp/;5.0 (1);4999,0;R$ 1.469,00 em 10x de R$ 146,90 sem juros;1469,0;2033,99
smartphone C65 256gb 8gb ram preto;https://www.magazineluiza.com.br/smartphone-c65-256gb-8gb-ram-preto-xeomii/p/jkf67g99e5/te/tcsp/;5.0 (1);4499,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;1179,0
Smartphone Redmi Note 13 4G 8GB RAM 256GB;https://www.magazineluiza.com.br/smartphone-redmi-note-13-4g-8gb-ram-256gb-xioami/p/gcgce433ke/te/xiao/;ou ;1799,0;R$ 1.990,00 em 10x de R$ 199,00 sem juros;1990,0;1278,71
Smartphone Samsung Galaxy S24+ 6,7” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-67-galaxy-ai-512gb-creme-galaxy-buds-fe-sem-fio-grafite/p/229993800/te/s24m/;4.8 (4);2999,0;R$ 499,90 em 12x de R$ 41,66 sem juros;499,9;5668,2
Smartphone Samsung Galaxy S24+ 6,7” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-67-galaxy-ai-512gb-preto-galaxy-buds-fe-sem-fio-grafite/p/229993200/te/s24m/;ou ;799,9;R$ 1.898,00 em 10x de R$ 189,80 sem juros;1898,0;5668,2
Celular Oppo A40 256 + 4 Ram;https://www.magazineluiza.com.br/celular-oppo-a40-256-4-ram/p/dk7ee069ad/te/oppo/;ou ;599,99;R$ 1.268,88 em 10x de R$ 126,89 sem juros;1268,88;1038,68
Smartphone Redmi 13c 128gb 6gb Preto;https://www.magazineluiza.com.br/smartphone-redmi-13c-128gb-6gb-preto-xiaomi/p/kb1ff0g1ad/te/xiao/;ou ;5499,0;R$ 1.399,00 em 10x de R$ 139,90 sem juros;1399,0;955,51
Smartphone Samsung Galaxy S22 128GB Violeta 5G;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-128gb-violeta-5g-octa-core-8gb-ram-61-cam-tripla-selfie-10mp/p/236178500/te/gs22/;4.6 (1745);3999,0;R$ 6.699,00 em 10x de R$ 669,90 sem juros;6699,0;2969,1
Smartphone Samsung Galaxy A35 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-256gb-rosa-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239005300/te/ga35/;ou ;1899,9;R$ 1.848,00 em 10x de R$ 184,80 sem juros;1848,0;1978,2
Smartphone Xiaomi Redmi Note 13 8GB+256GB (GREEN - VERDE) 4G;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-256gb-green-verde-4g/p/ch1h31ag98/te/xiao/;ou ;2999,0;R$ 4.769,00 em 10x de R$ 476,90 sem juros;4769,0;1292,72
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Claro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-claro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216600/te/ga15/;4.8 (8938);1799,9;R$ 1.949,99 em 10x de R$ 195,00 sem juros;1949,99;989,1
"Smartphone Samsung Galaxy A55 128GB Azul Escuro 5G 8GB RAM 6,6"" Câm. Tripla + Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-66-cam-tripla-selfie-32mp-dual-chip/p/238157600/te/ga55/;4.8 (2481);1108,48;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;1791,0
Smartphone Celular Nokia C01 Plus 1GB RAM 32GB Armazenamento 4G Tela 5.45 Polegadas Dual Chip Câmera 5MP;https://www.magazineluiza.com.br/smartphone-celular-nokia-c01-plus-1gb-ram-32gb-armazenamento-4g-tela-5-45-polegadas-dual-chip-camera-5mp/p/jf7ja344c6/te/noki/;4.8 (5);1359,9;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;424,92
Smartphone Samsung Galaxy A25 6,5” 256GB Azul;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a25-65-256gb-azul-escuro-5g-smartband-samsung-galaxy-fit3-grafite/p/229998500/te/ga25/;4.3 (31);5598,0;R$ 2.189,00 em 10x de R$ 218,90 sem juros;2189,0;1708,2
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb/p/jc1kj3611a/te/xiao/;4.8 (38);1999,0;R$ 662,99 em 5x de R$ 132,60 sem juros;662,99;1167,37
"Smartphone Samsung Galaxy A11 64GB Vermelho 3GB RAM 6,4"" Câm. Tripla + Selfie 8MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a11-64gb-vermelho-3gb-ram-64-cam-tripla-selfie-8mp-dual-chip/p/155584900/te/ga11/;2.3 (3);4499,0;R$ 1.206,58 em 10x de R$ 120,66 sem juros;1206,58;1259,1
Smartphone Samsung Galaxy S23 Ultra 512GB Verde 5G 12GB RAM 6,8” Câm. Quádrupla + Selfie 12MP;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s23-ultra-512gb-verde-5g-12gb-ram-68-cam-quadrupla-selfie-12mp/p/232855600/te/s23u/;4.9 (2991);2999,99;R$ 2.748,00 em 10x de R$ 274,80 sem juros;2748,0;6029,1
Smartphone Samsung Galaxy A35 128GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-rosa-5g-6gb-ram-smartband-samsung-galaxy-fit3-prata/p/239005000/te/ga35/;4.2 (6);209,9;R$ 2.189,00 em 10x de R$ 218,90 sem juros;2189,0;1663,2
"Smartphone Samsung Galaxy S24 6,2"" Galaxy AI 256GB Cinza 5G 8GB RAM Câm. Tripla 50MP + Selfie 12MP Bateria 4000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-62-galaxy-ai-256gb-cinza-5g-8gb-ram-cam-tripla-50mp-selfie-12mp-bateria-4000mah-dual-chip/p/238094500/te/gs24/;4.8 (95);7499,0;R$ 1.349,00 em 10x de R$ 134,90 sem juros;1349,0;4292,1
"Smartphone N0T 13 5G 256GB 8GB RAM Dual SIM Tela 6.67"" - Preto";https://www.magazineluiza.com.br/smartphone-n0t-13-5g-256gb-8gb-ram-dual-sim-tela-6-67-preto/p/ej9h03fbd4/te/tcsp/;5.0 (1);2499,9;R$ 2.189,00 em 10x de R$ 218,90 sem juros;2189,0;1754,99
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Escuro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-escuro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215700/te/ga15/;4.8 (3052);4499,0;R$ 649,99 em 5x de R$ 130,00 sem juros;649,99;1099,0
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Creme;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-creme/p/237986000/te/s23f/;4.7 (3033);1999,0;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;2469,05
Smartphone Samsung Galaxy A55 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-grafite/p/239006100/te/ga55/;4.8 (27);1800,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;1970,1
Smartphone Nokia C2 16GB + 16GB Preto 4G 1GB RAM 5,7” Câm. 5MP + Selfie 5MP Dual Chip;https://www.magazineluiza.com.br/smartphone-nokia-c2-16gb-16gb-preto-4g-1gb-ram-57-cam-5mp-selfie-5mp-dual-chip/p/155592600/te/noki/;4.5 (259);12747,9;R$ 1.898,00 em 10x de R$ 189,80 sem juros;1898,0;596,69
"Smartphone celular Xiaomi Redmi 13C CINZA / PRETO Dual SIM de 256GB / 8GB RAM de 6.74"" 50 + 2 + 2MP / 8MP";https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-cinza-preto-dual-sim-de-256gb-8gb-ram-de-6-74-50-2-2mp-8mp/p/gekj0a4451/te/xiao/;5.0 (1);3398,0;R$ 1.069,00 em 8x de R$ 133,63 sem juros;1069,0;1206,58
Smartphone Samsung Galaxy A55 256GB Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-azul-claro-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239006900/te/ga55/;4.8 (6);3899,99;R$ 5.048,00 em 10x de R$ 504,80 sem juros;5048,0;2473,2
Smartphone Samsung Galaxy A55 128GB Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-claro-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239006600/te/ga55/;5.0 (14);2000,0;R$ 365,90 em 3x de R$ 121,97 sem juros;365,9;1970,1
"Smartphone Samsung Galaxy A14 128GB Preto 5G Octa-Core 4GB RAM 6,6"" Câm. Tripla + Selfie 13MP";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a14-128gb-preto-5g-octa-core-4gb-ram-66-cam-tripla-selfie-13mp/p/236592000/te/ga14/;4.8 (12088);2699,0;R$ 2.658,00 em 10x de R$ 265,80 sem juros;2658,0;1214,1
Smartphone Samsung Galaxy A55 128GB Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-claro-5g-8gb-ram-smartband-samsung-galaxy-fit3-grafite/p/239006000/te/ga55/;4.8 (27);6499,0;R$ 1.328,99 em 10x de R$ 132,90 sem juros;1328,99;1970,1
Smartphone TCL L7 32GB Preto 4G Quad-Core;https://www.magazineluiza.com.br/smartphone-tcl-l7-32gb-preto-4g-quad-core-2gb-ram-tela-55-cam-8mp-selfie-5mp/p/155626800/te/stcl/;4.2 (225);12867,9;R$ 1.499,00 em 10x de R$ 149,90 sem juros;1499,0;584,99
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Verde;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-verde/p/237985600/te/s23f/;4.7 (3033);2799,0;R$ 537,99 em 4x de R$ 134,50 sem juros;537,99;2469,05
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Claro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-claro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215900/te/ga15/;4.8 (3052);2122,21;R$ 1.649,00 em 10x de R$ 164,90 sem juros;1649,0;1099,0
Smartphone Samsung Galaxy A25 6,5” 256GB Azul;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a25-65-256gb-azul-5g-smartband-samsung-galaxy-fit3-grafite/p/229998400/te/ga25/;4.3 (31);1499,0;R$ 4.769,00 em 10x de R$ 476,90 sem juros;4769,0;1708,2
Celular Samsung Galaxy M15 5G, 6.000mAh, Câmera Tripla até 50MP, 128GB;https://www.magazineluiza.com.br/celular-samsung-galaxy-m15-5g-6-000mah-camera-tripla-ate-50mp-128gb/p/aka2a2g1h3/te/galx/;4.8 (1149);2999,99;R$ 1.999,00 em 10x de R$ 199,90 sem juros;1999,0;962,1
Smartphone Samsung Galaxy S23 Ultra 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s23-ultra-256gb-verde-5g-12gb-ram-galaxy-buds-fe-sem-fio-grafite/p/239001100/te/s23u/;4.8 (198);1799,0;R$ 949,99 em 7x de R$ 135,71 sem juros;949,99;4543,2
Smartphone Celular 32Gb Dual Chip 1Gb Ram Tela 5.5 Android 9 Multilaser F;https://www.magazineluiza.com.br/smartphone-celular-32gb-dual-chip-1gb-ram-tela-5-5-android-9-multilaser-f/p/dgbj22g5ce/te/smuf/;ou ;2699,0;R$ 1.848,00 em 10x de R$ 184,80 sem juros;1848,0;365,9
Smartphone Samsung Galaxy A55 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-rosa-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239007100/te/ga55/;4.8 (6);1199,99;R$ 1.279,99 em 10x de R$ 128,00 sem juros;1279,99;2392,2
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/eebk1cddbd/te/xiao/;4.8 (4);3198,0;R$ 1.599,00 em 10x de R$ 159,90 sem juros;1599,0;1262,54
Celular Samsung Galaxy M35 5G, Câmera Tripla até 50MP, Selfie 50MP, Tela Super AMOLED + 6.6 120Hz, 256GB, 8GB RAM;https://www.magazineluiza.com.br/celular-samsung-galaxy-m35-5g-camera-tripla-ate-50mp-selfie-50mp-tela-super-amoled-6-6-120hz-256gb-8gb-ram/p/ebaeg37a0b/te/galx/;4.8 (982);1149,0;R$ 1.199,00 em 9x de R$ 133,22 sem juros;1199,0;1349,1
Smartphone Alcatel 1 8GB Preto 4G Quad Core;https://www.magazineluiza.com.br/smartphone-alcatel-1-8gb-preto-4g-quad-core-1gb-ram-tela-5-cam-8mp-selfie-5mp-dual-chip/p/155543800/te/alcl/;4.0 (8);2999,0;R$ 5.018,99 em 10x de R$ 501,90 sem juros;5018,99;484,19
"Smartphone Samsung Galaxy A35 128GB Rosa 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-rosa-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238156400/te/ga35/;4.8 (1079);1349,5;R$ 6.699,00 em 10x de R$ 669,90 sem juros;6699,0;1484,1
"Smartphone Samsung Galaxy S24 6,2"" Galaxy AI 256GB Preto 5G 8GB RAM Câm. Tripla 50MP + Selfie 12MP Bateria 4000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-62-galaxy-ai-256gb-preto-5g-8gb-ram-cam-tripla-50mp-selfie-12mp-bateria-4000mah-dual-chip/p/238095300/te/gs24/;4.8 (95);1399,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;4292,1
"Smartphone Samsung Galaxy A51 128GB Cinza 4GB RAM 6,5"" Câm. Quádrupla + Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a51-128gb-cinza-4gb-ram-65-cam-quadrupla-selfie-32mp-dual-chip/p/155586900/te/ga51/;2.3 (6);4499,0;R$ 1.590,00 em 10x de R$ 159,00 sem juros;1590,0;1799,1
Smartphone Philco HIT P10 128GB Dourado 4G - Octa-Core 4GB 6,2” Câm. Tripla + Selfie 8MP;https://www.magazineluiza.com.br/smartphone-philco-hit-p10-128gb-dourado-4g-octa-core-4gb-62-cam-tripla-selfie-8mp/p/227307600/te/clph/;3.7 (105);1799,0;R$ 2.999,00 em 10x de R$ 299,90 sem juros;2999,0;854,99
Smartphone Samsung Galaxy A35 128GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-rosa-5g-6gb-ram-smartband-samsung-galaxy-fit3-grafite/p/239004400/te/ga35/;4.2 (9);1476,18;R$ 2.158,88 em 10x de R$ 215,89 sem juros;2158,88;1663,2
"Smartphone 12 256GB 8GB RAM Dual SIM Tela 6.79"" - Azul";https://www.magazineluiza.com.br/smartphone-12-256gb-8gb-ram-dual-sim-tela-6-79-azul/p/jhb22jb4f0/te/tcsp/;5.0 (2);1099,9;R$ 3.299,00 em 10x de R$ 329,90 sem juros;3299,0;1151,99
"Smartphone Motorola Moto G53 128GB Grafite 5G Snapdragon 480+ Octa-Core 4GB RAM 6,5"" Câm. Dupla + Selfie 8MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g53-128gb-grafite-5g-snapdragon-480-octa-core-4gb-ram-65-cam-dupla-selfie-8mp-dual-chip/p/237166100/te/srmt/;4.7 (2550);1999,9;R$ 1.349,99 em 10x de R$ 135,00 sem juros;1349,99;1439,1
"Smartphone Samsung Galaxy A12 64GB Vermelho 4GB RAM 6,5"" Câm. Quádrupla + Selfie 8MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a12-64gb-vermelho-4gb-ram-65-cam-quadrupla-selfie-8mp-dual-chip/p/155616200/te/ga12/;4.3 (9);2799,0;R$ 397,00 em 12x de R$ 33,08 sem juros;397,0;1079,1
Smartphone Samsung Galaxy S10e 128GB Preto 4G;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s10e-128gb-preto-4g-6gb-ram-tela-58-cam-dupla-cam-selfie-10mp/p/155550200/te/gs10/;4.3 (79);1149,0;R$ 3.699,00 em 10x de R$ 369,90 sem juros;3699,0;4517,09
Smartphone Samsung Galaxy S23 Ultra 512GB Preto 5G 12GB RAM 6,8” Câm. Quádrupla + Selfie 12MP;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s23-ultra-512gb-preto-5g-12gb-ram-68-cam-quadrupla-selfie-12mp/p/232855700/te/s23u/;4.9 (2991);3498,0;R$ 1.219,99 em 10x de R$ 122,00 sem juros;1219,99;6029,1
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Escuro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-escuro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216500/te/ga15/;4.8 (8938);1057,0;R$ 549,90 em 4x de R$ 137,48 sem juros;549,9;989,1
"Smartphone Samsung Galaxy A35 128GB Azul Escuro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-escuro-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238155900/te/ga35/;4.8 (1079);5999,0;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;1431,0
Smartphone Lenovo Thinkphone XT2309-2 256GB 5G 8GB RAM PAWN0007BR Preto;https://www.magazineluiza.com.br/smartphone-lenovo-thinkphone-xt2309-2-256gb-5g-8gb-ram-pawn0007br-preto/p/ha56g36cgf/te/slen/;5.0 (1);11698,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;2639,12
Smartphone Xiaomi Redmi Note 13 5G 8GB Ram 256GB;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-5g-8gb-ram-256gb/p/ajh7907878/te/xiao/;5.0 (7);1899,9;R$ 1.799,00 em 10x de R$ 179,90 sem juros;1799,0;1986,17
"Smartphone Samsung Galaxy S22 128GB Rosé 5G Octa-Core 8GB 6,1"" RAM Câm. Tripla + Selfie 10MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-128gb-rose-5g-octa-core-8gb-61-ram-cam-tripla-selfie-10mp-dual-chip/p/237061900/te/gs22/;4.7 (1017);2999,0;R$ 1.149,99 em 9x de R$ 127,78 sem juros;1149,99;2969,1
"Smartphone N0T 13 256GB 8GB RAM Dual SIM Tela 6.67"" - Azul";https://www.magazineluiza.com.br/smartphone-n0t-13-256gb-8gb-ram-dual-sim-tela-6-67-azul/p/hfhbd83kaa/te/tcsp/;ou ;999,0;R$ 1.769,99 em 10x de R$ 177,00 sem juros;1769,99;1349,99
Smartphone multilaser e 2 3g 32gb tela 5 dual p9149 dourado;https://www.magazineluiza.com.br/smartphone-multilaser-e-2-3g-32gb-tela-5-dual-p9149-dourado/p/jh537f09ae/te/smul/;4.0 (1);1399,0;R$ 599,90 em 12x de R$ 49,99 sem juros;599,9;397,0
Samsung Galaxy S23 FE 5G Smartphone Android 256GB Creme;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-256gb-creme/p/237985700/te/ceba/;4.7 (3033);12999,0;R$ 1.049,99 em 8x de R$ 131,25 sem juros;1049,99;3329,1
"Smartphone 13C 256GB 8GB RAM Dual SIM Tela 6.74"" - Verde";https://www.magazineluiza.com.br/smartphone-13c-256gb-8gb-ram-dual-sim-tela-6-74-verde/p/kf62a805g4/te/tcsp/;ou ;1999,0;R$ 539,99 em 12x de R$ 45,00 sem juros;539,99;1097,99
Smartphone Alcatel PIXI4 4 Metallic 8GB Dual Chip;https://www.magazineluiza.com.br/smartphone-alcatel-pixi4-4-metallic-8gb-dual-chip-3g-cam-8mp-selfie-5mp-flash-tela-4-quad-core/p/153077600/te/alcl/;3.8 (16);4499,0;R$ 3.799,00 em 10x de R$ 379,90 sem juros;3799,0;494,91
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Grafite;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-grafite/p/237985800/te/s23f/;4.7 (3033);12967,9;R$ 1.999,00 em 10x de R$ 199,90 sem juros;1999,0;2469,05
"Smartphone Samsung Galaxy A15 6,5"" 256GB Verde Claro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-verde-claro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216200/te/ga15/;4.8 (8938);999,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;989,1
